anime_id,title,img_url,link
22097,Magi: Sinbad no Bouken,https://cdn.myanimelist.net/images/anime/13/60471.jpg,https://myanimelist.net/anime/22097/Magi__Sinbad_no_Bouken
3014,Ginga Eiyuu Densetsu: Waga Yuku wa Hoshi no Taikai,https://cdn.myanimelist.net/images/anime/3/51345.jpg,https://myanimelist.net/anime/3014/Ginga_Eiyuu_Densetsu__Waga_Yuku_wa_Hoshi_no_Taikai
2890,Gake no Ue no Ponyo,https://cdn.myanimelist.net/images/anime/7/8970.jpg,https://myanimelist.net/anime/2890/Gake_no_Ue_no_Ponyo
6702,Fairy Tail,https://cdn.myanimelist.net/images/anime/5/18179.jpg,https://myanimelist.net/anime/6702/Fairy_Tail
2035,Eikoku Koi Monogatari Emma: Molders-hen,https://cdn.myanimelist.net/images/anime/8/49271.jpg,https://myanimelist.net/anime/2035/Eikoku_Koi_Monogatari_Emma__Molders-hen
6351,"Clannad: After Story - Mou Hitotsu no Sekai, Kyou-hen",https://cdn.myanimelist.net/images/anime/10/19621.jpg,https://myanimelist.net/anime/6351/Clannad__After_Story_-_Mou_Hitotsu_no_Sekai_Kyou-hen
6377,Zan Sayonara Zetsubou Sensei,https://cdn.myanimelist.net/images/anime/5/14728.jpg,https://myanimelist.net/anime/6377/Zan_Sayonara_Zetsubou_Sensei
1485,Akachan to Boku,https://cdn.myanimelist.net/images/anime/2/49693.jpg,https://myanimelist.net/anime/1485/Akachan_to_Boku
4163,Seto no Hanayome OVA,https://cdn.myanimelist.net/images/anime/6/22426.jpg,https://myanimelist.net/anime/4163/Seto_no_Hanayome_OVA
2143,Saiyuuki Reload: Burial,https://cdn.myanimelist.net/images/anime/1890/94055.jpg,https://myanimelist.net/anime/2143/Saiyuuki_Reload__Burial
6007,Ookami to Koushinryou II: Ookami to Kohakuiro no Yuuutsu,https://cdn.myanimelist.net/images/anime/12/13070.jpg,https://myanimelist.net/anime/6007/Ookami_to_Koushinryou_II__Ookami_to_Kohakuiro_no_Yuuutsu
25517,Magic Kaito 1412,https://cdn.myanimelist.net/images/anime/3/67807.jpg,https://myanimelist.net/anime/25517/Magic_Kaito_1412
27947,Lupin III (2015),https://cdn.myanimelist.net/images/anime/9/75949.jpg,https://myanimelist.net/anime/27947/Lupin_III_2015
1695,Les Misérables: Shoujo Cosette,https://cdn.myanimelist.net/images/anime/1/1695.jpg,https://myanimelist.net/anime/1695/Les_Mis%C3%A9rables__Shoujo_Cosette
187,Initial D Third Stage,https://cdn.myanimelist.net/images/anime/13/40397.jpg,https://myanimelist.net/anime/187/Initial_D_Third_Stage
14175,Hanasaku Iroha: Home Sweet Home,https://cdn.myanimelist.net/images/anime/9/70701.jpg,https://myanimelist.net/anime/14175/Hanasaku_Iroha__Home_Sweet_Home
24471,Hoozuki no Reitetsu OVA,https://cdn.myanimelist.net/images/anime/8/68677.jpg,https://myanimelist.net/anime/24471/Hoozuki_no_Reitetsu_OVA
35110,Haikyuu!! Movie 3: Sainou to Sense,https://cdn.myanimelist.net/images/anime/3/86069.jpg,https://myanimelist.net/anime/35110/Haikyuu_Movie_3__Sainou_to_Sense
35120,Devilman: Crybaby,https://cdn.myanimelist.net/images/anime/2/89973.jpg,https://myanimelist.net/anime/35120/Devilman__Crybaby
779,Detective Conan Movie 01: The Timed Skyscraper,https://cdn.myanimelist.net/images/anime/3/77131.jpg,https://myanimelist.net/anime/779/Detective_Conan_Movie_01__The_Timed_Skyscraper
